PROGRAM,AREA,CREELSUB,SITE_ID,NAME,MAP_CHART,MAP_SITE,ID_ON_MAP,NAME_ON_MA,RECS,UID,dups,LONGITUDE,LATITUDE
Nootka Sound,Area 125,125-5,13287.00000000000,Area 125E,125.00000000000,10.00000000000,No,No,0.00000000000,-127.73666381835938_49.348835482046589,0,-127.73666381800,49.34883548200
Nootka Sound,Area 125,125A,1892.00000000000,Offshore Bajo,105.00000000000,56.00000000000,Yes,No,445.00000000000,-126.87423815_49.58870361,0,-126.87423815000,49.58870361000
Nootka Sound,Area 125,125A,1893.00000000000,Offshore Beano,105.00000000000,57.00000000000,Yes,No,311.00000000000,-126.77916626_49.55701728,0,-126.77916626000,49.55701728000
Nootka Sound,Area 125,125A,1894.00000000000,Offshore Nootka Sound,105.00000000000,58.00000000000,Yes,No,523.00000000000,-126.69597836_49.50906205,0,-126.69597836000,49.50906205000
Nootka Sound,Area 125,125A,11751.00000000000,Bajo Reef,105.00000000000,59.00000000000,No,No,179.00000000000,-126.81_49.58,0,-126.81000000000,49.58000000000
Nootka Sound,Area 125,125G,1889.00000000000,Esperanza Reef,105.00000000000,53.00000000000,Yes,No,3283.00000000000,-127.180845_49.79762256,0,-127.18084500000,49.79762256000
Nootka Sound,Area 125,125G,1890.00000000000,Offshore Ferrer Point,105.00000000000,54.00000000000,Yes,No,1397.00000000000,-127.05606315_49.70059915,0,-127.05606315000,49.70059915000
Nootka Sound,Area 125,125G,1891.00000000000,Offshore Skuna Bay,105.00000000000,55.00000000000,No,No,5.00000000000,-126.93841168_49.62808946,0,-126.93841168000,49.62808946000
Nootka Sound,Area 125,125G,13113.00000000000,Guitar,105.00000000000,10812.00000000000,No,No,0.00000000000,-127.18048095703125_49.798330877079046,0,-127.18048095700,49.79833087710
Nootka Sound,Area 125,125G,13276.00000000000,Whales Tail - 125G,125.00000000000,7.00000000000,No,No,0.00000000000,-127.210350036621_49.7919038200459,0,-127.21035003700,49.79190382000
Nootka Sound,Area 125,125G,13277.00000000000,Area 125G,125.00000000000,8.00000000000,No,No,0.00000000000,-127.26219177246094_49.75310174953573,0,-127.26219177200,49.75310174950
Nootka Sound,Area 125,125G,13283.00000000000,Esperanza Canyon,125.00000000000,9.00000000000,No,No,0.00000000000,-127.596588134766_49.4458074366137,0,-127.59658813500,49.44580743660
Nootka Sound,Area 125,125K,1884.00000000000,Tatchu Point,105.00000000000,48.00000000000,Yes,Yes,111.00000000000,-127.1502685546875_49.851266213523282,0,-127.15026855500,49.85126621350
Nootka Sound,Area 125,125K,1888.00000000000,Skuna Bay,105.00000000000,52.00000000000,Yes,No,22.00000000000,-126.87780335_49.6628151,0,-126.87780335000,49.66281510000
Nootka Sound,Area 125,125K,13303.00000000000,Esperanza Red Can,105.00000000000,14.00000000000,Yes,No,3.00000000000,-127.044525146484_49.7861409057881,0,-127.04452514600,49.78614090580
Nootka Sound,Area 125,125Q,1838.00000000000,Estevan Point,105.00000000000,1.00000000000,No,No,18.00000000000,-126.56287771_49.38198457,0,-126.56287771000,49.38198457000
Nootka Sound,Area 125,125Q,1839.00000000000,Split Cape,105.00000000000,2.00000000000,No,No,11.00000000000,-126.58308049_49.46260871,0,-126.58308049000,49.46260871000
Nootka Sound,Area 125,125Q,1840.00000000000,Escalante,105.00000000000,3.00000000000,Yes,Yes,54.00000000000,-126.57832689_49.5322721,0,-126.57832689000,49.53227210000
Nootka Sound,Area 125,125Q,1842.00000000000,Maquinna Point,105.00000000000,5.00000000000,Yes,No,285.00000000000,-126.6603264_49.57556789,0,-126.66032640000,49.57556789000
Nootka Sound,Area 125,125Q,1843.00000000000,Beano Creek,105.00000000000,6.00000000000,Yes,Yes,258.00000000000,-126.75420989_49.6010634,0,-126.75420989000,49.60106340000
Nootka Sound,Area 125,125Q,1844.00000000000,Inner Bajo Reef / Bajo Point,105.00000000000,7.00000000000,Yes,No,45.00000000000,-126.82670221_49.60878667,0,-126.82670221000,49.60878667000
Nootka Sound,Area 25,25D,1870.00000000000,Head Bay,105.00000000000,33.00000000000,Yes,No,134.00000000000,-126.46780582_49.77915696,0,-126.46780582000,49.77915696000
Nootka Sound,Area 25,25D,1871.00000000000,Nesook Bay,105.00000000000,34.00000000000,Yes,No,28.00000000000,-126.42145827_49.76299375,0,-126.42145827000,49.76299375000
Nootka Sound,Area 25,25D,12937.00000000000,Moutcha Bay,105.00000000000,115.00000000000,Yes,No,51.00000000000,-126.456_49.784,0,-126.45600000000,49.78400000000
Nootka Sound,Area 25,25E,1878.00000000000,Mcbride Bay,105.00000000000,42.00000000000,Yes,No,157.00000000000,-126.74113751_49.85835519,0,-126.74113751000,49.85835519000
Nootka Sound,Area 25,25E,1879.00000000000,Steamer Point,105.00000000000,43.00000000000,Yes,No,39.00000000000,-126.80293424_49.89137996,0,-126.80293424000,49.89137996000
Nootka Sound,Area 25,25E,1880.00000000000,Zeballos Inlet,105.00000000000,44.00000000000,No,No,5.00000000000,-126.80412263_49.93128657,0,-126.80412263000,49.93128657000
Nootka Sound,Area 25,25E,12470.00000000000,Mozino Point,105.00000000000,96.00000000000,No,No,3.00000000000,-126.673509_49.859822,0,-126.67350900000,49.85982200000
Nootka Sound,Area 25,25E,12471.00000000000,The Cut,105.00000000000,97.00000000000,No,No,3.00000000000,-126.701834_49.862362,0,-126.70183400000,49.86236200000
Nootka Sound,Area 25,25E,12472.00000000000,Ceepeecee,105.00000000000,98.00000000000,Yes,No,20.00000000000,-126.712342_49.872816,0,-126.71234200000,49.87281600000
Nootka Sound,Area 25,25F,1881.00000000000,Ehatisaht,105.00000000000,45.00000000000,Yes,No,600.00000000000,-126.84571659_49.86757369,0,-126.84571659000,49.86757369000
Nootka Sound,Area 25,25F,1882.00000000000,Center Island,105.00000000000,46.00000000000,Yes,No,390.00000000000,-126.92652769_49.85374528,0,-126.92652769000,49.85374528000
Nootka Sound,Area 25,25F,12473.00000000000,Rosa Wall / Point,105.00000000000,99.00000000000,Yes,No,14.00000000000,-126.963455_49.836339,0,-126.96345500000,49.83633900000
Nootka Sound,Area 25,25F,13074.00000000000,Birthday Channel,105.00000000000,116.00000000000,Yes,No,0.00000000000,-126.9774055480957_49.857574721057915,0,-126.97740554800,49.85757472110
Nootka Sound,Area 25,25F,13108.00000000000,Garden Point,105.00000000000,10807.00000000000,No,No,33.00000000000,-126.92607879638672_49.853922527596488,0,-126.92607879600,49.85392252760
